#;Callsign;Departure_Time;Unnamed: 3;Destination Info;Origin Info;Origin;Dest;Routing;Aircraft Type;Cruise Speed (knots);Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path;Altitude
1733;AK712;09.48.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;15:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000]
1734;MI330;09.48.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;16:25:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000]
1735;AK714;09.49.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000]
1736;TR2464;09.49.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000]
1737;AK716;09.49.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000]
1738;TR2466;09.49.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000]
1739;3K687;09.49.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000]
1740;MI342;09.49.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:00:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000]
1741;AK718;09.50.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000]
1742;AK720;09.50.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;22:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000]
1743;SQ106;09.50.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;09:30:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000]
1744;SQ116;09.50.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;17:50:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,7000]
1745;SQ118;09.50.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;19:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000]
1746;MH602;09.50.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;07:40:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000]
1747;MI322;09.51.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;08:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,7000]
1748;MI324;09.51.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000]
1749;MH604;09.51.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:50:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000]
1750;MH614;09.51.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;12:05:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000]
1751;MH628;09.51.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;13:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000]
1752;MH606;09.51.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;14:40:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000]
1753;OD802;09.52.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;15:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000]
1754;MH624;09.52.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;16:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000]
1755;MH620;09.52.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;17:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000]
1756;MH608;09.52.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;19:05:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000]
1757;MH616;09.52.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;20:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000]
1758;MH610;09.52.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000]
1759;OD806;09.53.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:30:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000]
1760;WY824;09.53.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL240;01:00:00;08:30:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000]
1761;OD804;09.53.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;410;FL240;01:00:00;13:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000]
1762;MI340;09.53.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A319;450;390;FL260;01:00:00;17:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,33000,33000,33000,33000,12000]
1763;OD808;09.53.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;410;FL240;01:00:00;18:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000]
1764;MI320;09.53.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;07:00:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000]
1765;3K683;09.54.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;08:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000]
1766;AK700;09.54.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;08:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000]
1767;AK702;09.54.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000]
1768;3K663;09.54.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,12000]
1769;TR2454;09.54.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000]
1770;MI326;09.54.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;11:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,12000]
1771;AK704;09.55.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;11:30:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000]
1772;AK706;09.55.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;12:40:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000]
1773;MI328;09.55.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;13:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,7000]
1774;3K685;09.55.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;13:50:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000]
1775;AK710;09.55.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;14:30:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,12000]
1776;AK712;09.55.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;15:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000]
1777;MI330;09.56.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;16:25:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000]
1778;AK714;09.56.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000]
1779;TR2464;09.56.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000]
1780;AK716;09.56.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,12000]
1781;TR2466;09.56.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000]
1782;3K687;09.56.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,38000,38000,38000,38000,7000]
1783;MI342;09.57.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:00:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000]
1784;AK718;09.57.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000]
1785;AK720;09.57.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;22:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,12000]
1786;SQ106;09.57.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;09:30:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000]
1787;SQ116;09.57.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;17:50:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,38000,38000,38000,38000,12000]
1788;SQ118;09.57.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;19:45:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000]
1789;MH602;09.58.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;07:40:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000]
1790;MI322;09.58.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;08:10:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000]
1791;MI324;09.58.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000]
1792;MH604;09.58.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:50:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000]
1793;MH614;09.58.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;12:05:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,7000]
1794;MH628;09.58.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;13:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,41000,41000,41000,41000,7000]
1795;MH606;09.59.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;14:40:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,41000,41000,41000,41000,12000]
1796;OD802;09.59.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;15:20:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,31000,31000,31000,31000,7000]
1797;MH624;09.59.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;16:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,36000,36000,36000,36000,12000]
1798;MH620;09.59.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;17:35:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[12000,31000,31000,31000,31000,7000]
1799;MH608;09.59.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;19:05:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,33000,33000,33000,33000,7000]
1800;MH616;09.59.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;20:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000]
1801;MH610;10.00.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:15:00;[WSSS,VTK,VJR,GUPTA,VKL,WMKK];[7000,36000,36000,36000,36000,7000]
8282;MH2747;09.00.00;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;21:15:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,7000]
8283;AK5243;09.00.10;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;21:50:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,12000]
8284;MH3381;09.00.20;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;10:55:00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,31000,7000]
8285;MH3807;09.00.30;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;20:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,38000,38000,38000,12000]
8286;AK6057;09.00.40;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;11:45:00;[WBGB,VBU,VSI,VKG,WBGG];[12000,31000,31000,31000,7000]
8287;AK6059;09.00.50;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;18:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,33000,33000,33000,7000]
8288;MH3804;09.01.00;;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;250;FL180;00:35:00;08:25:00;[WBGB,VBU,VMI,WBGR];[7000,36000,36000,7000]
8289;MH3806;09.01.10;;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;250;FL180;00:35:00;18:35:00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,31000,31000,31000,12000]
8290;MH3461;09.01.20;;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;250;FL140;00:35:00;11:55:00;[WBGB,VBU,VSI,WBGS];[12000,41000,41000,7000]
8291;MH3383;09.01.30;;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;250;FL140;00:35:00;18:55:00;[WBGB,VBU,VSI,WBGS];[12000,36000,36000,7000]
8292;MH3324;09.01.40;;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;250;FL190;01:15:00;09:30:00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,31000,31000,31000,31000,7000]
8293;MH3326;09.01.50;;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;250;FL190;01:15:00;16:35:00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[12000,36000,36000,36000,36000,7000]
8294;AK5247;09.02.00;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;11:25:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,31000,31000,31000,31000,31000,31000,12000]
8295;MH2743;09.02.10;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;15:40:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,12000]
8296;MH2747;09.02.20;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;21:15:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,7000]
8297;AK5243;09.02.30;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;21:50:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,38000,12000]
8298;MH3381;09.02.40;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;10:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,36000,36000,36000,12000]
8299;MH3807;09.02.50;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;20:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,38000,38000,38000,12000]
8300;AK6057;09.03.00;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;11:45:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,41000,41000,41000,12000]
8301;AK6059;09.03.10;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;18:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,31000,31000,31000,7000]
8302;MH3804;09.03.20;;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;250;FL180;00:35:00;08:25:00;[WBGB,VBU,VMI,WBGR];[7000,33000,33000,7000]
8303;MH3806;09.03.30;;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;250;FL180;00:35:00;18:35:00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,31000,31000,31000,7000]
8304;MH3461;09.03.40;;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;250;FL140;00:35:00;11:55:00;[WBGB,VBU,VSI,WBGS];[7000,41000,41000,12000]
8305;MH3383;09.03.50;;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;250;FL140;00:35:00;18:55:00;[WBGB,VBU,VSI,WBGS];[12000,31000,31000,12000]
8306;MH3324;09.04.00;;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;250;FL190;01:15:00;09:30:00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[7000,36000,36000,36000,36000,12000]
8307;MH3326;09.04.10;;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;250;FL190;01:15:00;16:35:00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[7000,33000,33000,33000,33000,7000]
8308;AK5247;09.04.20;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;11:25:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,31000,31000,31000,31000,31000,31000,7000]
8309;MH2743;09.04.30;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;15:40:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,12000]
8310;MH2747;09.04.40;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;21:15:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,12000]
8311;AK5243;09.04.50;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;21:50:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,41000,41000,41000,41000,41000,41000,7000]
8312;MH3381;09.05.00;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;10:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,38000,38000,38000,7000]
8313;MH3807;09.05.10;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;20:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,33000,33000,33000,7000]
8314;AK6057;09.05.20;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;11:45:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,36000,36000,36000,7000]
8315;AK6059;09.05.30;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;18:55:00;[WBGB,VBU,VSI,VKG,WBGG];[12000,41000,41000,41000,12000]
8316;MH3804;09.05.40;;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;250;FL180;00:35:00;08:25:00;[WBGB,VBU,VMI,WBGR];[12000,33000,33000,12000]
8317;MH3806;09.05.50;;WBGR;WBGB;(BTU);(MYY);WBGB_WBGR;AT72;275;250;FL180;00:35:00;18:35:00;[WBGB,VBU,KADMO,VMI,WBGR];[12000,41000,41000,41000,12000]
8318;MH3461;09.06.00;;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;250;FL140;00:35:00;11:55:00;[WBGB,VBU,VSI,WBGS];[7000,31000,31000,7000]
8319;MH3383;09.06.10;;WBGS;WBGB;(BTU);(SBW);WBGB_WBGS;AT72;275;250;FL140;00:35:00;18:55:00;[WBGB,VBU,VSI,WBGS];[7000,38000,38000,7000]
8320;MH3324;09.06.20;;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;250;FL190;01:15:00;09:30:00;[WBGB,VBU,VMI,BRU,VJN,WBKK];[12000,33000,33000,33000,33000,7000]
8321;MH3326;09.06.30;;WBKK;WBGB;(BTU);(BKI);WBGB_WBKK;AT72;275;250;FL190;01:15:00;16:35:00;[WBGB,VBU,KADMO,BRU,VJN,WBKK];[7000,41000,41000,41000,41000,7000]
8322;AK5247;09.06.40;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;11:25:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,41000,41000,41000,41000,41000,41000,7000]
8323;MH2743;09.06.50;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;15:40:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,7000]
8324;MH2747;09.07.00;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;B738;460;410;FL380;02:05:00;21:15:00;[WBGB,VBU,VSI,AGPOP,OKTOG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,12000]
8325;AK5243;09.07.10;;WMKK;WBGB;(BTU);(KUL);WBGB_WMKK;A320;450;410;FL360;02:05:00;21:50:00;[WBGB,VBU,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,12000]
8326;MH3381;09.07.20;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;10:55:00;[WBGB,VBU,VSI,VKG,WBGG];[12000,38000,38000,38000,12000]
8327;MH3807;09.07.30;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;AT72;275;250;FL250;01:00:00;20:55:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,41000,41000,41000,7000]
8328;AK6057;09.07.40;;WBGG;WBGB;(BTU);(KCH);WBGB_WBGG;A320;450;410;FL260;01:00:00;11:45:00;[WBGB,VBU,VSI,VKG,WBGG];[7000,41000,41000,41000,12000]
